BUS_STOP_CD	BUS_STOP_NM	Latitude	Longitude
KHIDP	KHAIDAPUR		
KIJIFT	KHAILANJI FATA		
KANGNN	KHAINRGAON		
KRPDA	KHAIR PADA		
KARHSP	KHAIR WADI		
KARA	KHAIRA		
KARANB	KHAIRA		
KHRA	KHAIRA		
KHRAA	KHAIRA		
KHRAWT	KHAIRA		
KARAB	KHAIRA BODI		
KARAF	KHAIRA FATA		
KHHSC	KHAIRA HIGH SCHOOL		
KHRBN	KHAIRABAN		
KARATG	KHAIRABODI		
KARAO	KHAIRABODI FATA		
KARDOR	KHAIRACHAKOND		
KARAANRN	KHAIRALA		
KARAUN	KHAIRALANJI		
KARNTT	KHAIRANE		
KRNEGN	KHAIRANE GAON		
KARAMB	KHAIRANJALI		
KARACBL	KHAIRAO		
KHRRD	KHAIRAROAD		
KHRT	KHAIRAT		
KHRTR	KHAIRAT		
KARKKS	KHAIRATWADI FATA		
KARDGS	KHAIRATWADI STOP		
KHAV	KHAIRAV		
KARACB	KHAIRAV FATA		
KARAGUJ	KHAIRAVA		
KARVANRN	KHAIRAVA		
KHRBND	KHAIRBANDH		
KARBTG	KHAIRBODI		
KHRBODI	KHAIRBODI		
KARFTTG	KHAIRBODI FATA		
KARDGC	KHAIRDA		
KARFA	KHAIRE FATA		
KARFTPB	KHAIRE FATA		
KHRFB	KHAIRE FATA		
KHRHSL	KHAIRE HIGH SCHOOL		
KARHSPA	KHAIRE NAGAR		
KARISAR	KHAIRE NIMGAON		
KAREWD	KHAIRE WADI		
KHGFT	KHAIRENAGARFATA		
KHVD	KHAIREVADI		
KARAAN	KHAIRGAON		
KARAHN	KHAIRGAON		
KARAMN	KHAIRGAON		
KARANN	KHAIRGAON		
KARASW	KHAIRGAON		
KARBN	KHAIRGAON		
KARGMY	KHAIRGAON		
KARGNN	KHAIRGAON		
KARGPY	KHAIRGAON		
KARGRY	KHAIRGAON		
KHIO	KHAIRGAON		
KHIOKCA	KHAIRGAON		
KHIONN	KHAIRGAON		
KIGNNSK	KHAIRGAON		
KGBND	KHAIRGAON BANDI		
KRGNDSK	KHAIRGAON DESHMUKH		
KARFTMY	KHAIRGAON FATA		
KIONFT	KHAIRGAON FATA		
KRGNTND	KHAIRGAON TANDA		
KRGR	KHAIRGAON X RD.		
KHGD	KHAIRGAON(D)		
KAIRP	KHAIRI		
KARAA	KHAIRI		
KARIBB	KHAIRI		
KARIGE	KHAIRI		
KARIMB	KHAIRI		
KARIMG	KHAIRI		
KARIMY	KHAIRI		
KARINRN	KHAIRI		
KARIRY	KHAIRI		
KARIYY	KHAIRI		
KARKG	KHAIRI		
KARMN	KHAIRI		
KARUN	KHAIRI		
KARWA	KHAIRI		
KHAIRI	KHAIRI		
KHAIRICCA	KHAIRI		
KHAIRIKN	KHAIRI		
KHRBA	KHAIRI		
KHRRMP	KHAIRI		
KARIHAN	KHAIRI / CHADRAPUR FATA		
KARNRN	KHAIRI / CHADRAPUR FATA		
KARINN	KHAIRI / CHANDRAPUR FATA		
KCA	KHAIRI CHANDRAPUR FATA		
KHRDSMK	KHAIRI DESHMUKH		
KAIMRYV	KHAIRI FARM		
KARFTMB	KHAIRI FATA		
KARFTRY	KHAIRI FATA		
KARUNGP	KHAIRI FATA		
KHRFT	KHAIRI FATA		
KHRIFT	KHAIRI FATA		
KIRIFT	KHAIRI FATA		
KHRGNP	KHAIRI GAON		
KHRIGRN	KHAIRI GURGAON		
KHRNGN	KHAIRI NAVEGAON		
KIIN	KHAIRI NIMGAON		
KHWFT	KHAIRI WARDHA FATA		
KHRYRD	KHAIRI YENDE		
KARCA	KHAIRIFATA		
KARMP	KHAIRIKURAD		
KARNM	KHAIRINIMGAON		
KIIP	KHAIRIPADA FATA		
KARTAG	KHAIRITOAL		
KARKE	KHAIRKHED		
KARKPY	KHAIRKHEDA		
KARKU	KHAIRKHUTI		
KARLSB	KHAIRLANJI		
KARLTB	KHAIRLANJI		
KHRLNJ	KHAIRLANJI		
KHRLNJI	KHAIRLANJI		
KARLTG	KHAIRLANJI BAGHALI		
KARLMB	KHAIRLANJI FATA		
KARTB	KHAIRLANJI FATA		
KLJIFT	KHAIRLANJI FATA		
KHRNABHN	KHAIRNA		
KIRR	KHAIRNAR VASTI		
KARPDKR	KHAIRPADA		
KCTNA	KHAIRSECTION		
KARFTKN	KHAIRULLA FATA		
KARVSAN	KHAIRVA		
KARWD	KHAIRWADA		
KHIRWDRJ	KHAIRWADA		
KARWDSIR	KHAIRWADI		
KHRWD	KHAIRWADI		
KIRW	KHAIRWADI		
KARLJR	KHAIRWADI SCHOOL		
KARYMG	KHAIRY		
KARYPB	KHAIRY		
KHRY	KHAIRY		
KHYTOL	KHAIRY TOLA		
KARFTNN	KHAIRY/CHANDRAPUR FATA		
KHIT	KHAITOLA		
KJVH	KHAJANA VIHIR		
KAANGB	KHAJANA WELL		
KJWL	KHAJANA WELL		
KAANRAR	KHAJANI		
KHJNI	KHAJANI		
KJANWMLS	KHAJANWADI		
KAARSG	KHAJARI		
KAARSNR	KHAJARI		
KJRFT	KHAJARI FATA		
KAEWD	KHAJEWADI		
KAGAJB	KHAJGAON		
KAGIG	KHAJGI GAON		
KAGIW	KHAJGI WADI		
KAIAB	KHAJINA BAVADI		
KAMABH	KHAJMAPUR WADI		
KHJLA	KHAJOLA		
KHJLE	KHAJOLE		
KAORKAR	KHAJORI		
KHAJWD	KHAJUR WADI		
KHJRA	KHAJURA		
KAUIKAR	KHAJURI		
KAURKAR	KHAJURI CROSSING		
KCKM	KHAKACHI KARAMBELI		
KAAWDA	KHAKALWADA		
KAALA	KHAKALWADI		
KAALL	KHAKALWLADI		
KADAAAIB	KHAKDAWADI		
KAEFEJ	KHAKE FATA		
KKER	KHAKERWADI		
KAESGR	KHAKEVADI		
KHKBA	KHAKIBA		
KAIUA	KHAKIBUVA MATH		
KHKNR	KHAKNAR		
KHS	KHAKSHI TITHA		
KAUSN	KHAKURDI / VADNAIR FATA		
KAAUNNN	KHALA BUDRUK		
KAAH	KHALA KHURD		
KHLGUREGH	KHALACHE GUREGHAR		
KHLMCH	KHALACHE MACHUTAR		
KAAHKSAB	KHALACHI AMBAHARI		
KLCUR	KHALACHI HUMBARI		
KAASAS	KHALACHI TAMBOLI		
KALCLJRT	KHALACHLIWADI		
KHALAD	KHALAD		
KAADFT	KHALAD FATA		
KDVT	KHALADKAR VASTI		
KAAKR	KHALADKAR WASTI		
KAAGRL	KHALAGRI		
KHALQ	KHALAKARWADI		
KAANSAD	KHALANE		
KHLNE	KHALANE		
KHLNNN	KHALANGONDI		
KAANRL	KHALANGRI		
KLTR	KHALANTAR		
KHLP	KHALAP		
KKAADN	KHALAP		
KLPDGRFT	KHALAP DONGAR FATA		
KLPFT	KHALAP FATA		
KAAPRAAA	KHALAPUR		
KAAPRADJ	KHALAPUR		
KAAU	KHALAPUR		
KHLU	KHALAPUR		
KHLFT	KHALAPUR FATA		
KAAPRGIJ	KHALAPURI		
KAAPRSB	KHALAPURI		
KAANN	KHALAS FATA		
KHLNA	KHALASNA		
KHVT	KHALATE VASTI		
KHLTI	KHALATI		
KHLTBBWD	KHALATI  BAUBHWADI		
KHLVE	KHALAVE		
KLBND	KHALBANDA		
KGNT	KHALBHAG NETARDE		
KLCA	KHALCHA GAIDHARA		
KLHAPD	KHALCHA PADA		
KACVGS	KHALCHE BAMBAR		
KACHSN	KHALCHE TEMBA		
KHCE	KHALCHE TEMBHE		
KKACSN	KHALCHE TEMBHE		
KACHPS	KHALCHENANEGAON		
KACDAS	KHALCHI BABARWADI		
KHCG	KHALCHI DONGARI		
KACIK	KHALCHI KELI		
KACIKAAR	KHALCHI KHADAKI		
KACHPSA	KHALCHI MENDHOSI		
KACH	KHALCHI MULSHI		
KACHSS	KHALCHI PILANI		
KACMVS	KHALCHI REVANDI		
KACNN	KHALCHI SHELU		
KLTD	KHALCHI TAMBADI		
KACCPR	KHALCHI WADI		
KALHDGSD	KHALCHI WADI		
KCHIWD	KHALCHI WADI		
KALHMVSD	KHALCHI WADI FATA		
KACRAR	KHALCHIL TITHAVALI		
KACHT	KHALCHITAMBADI		
KHLE	KHALE		
KHLEKST	KHALE		
KHABWD	KHALE BRAHMAN WADI		
KHLKS	KHALE FATA		
KAEPTT	KHALE POLICE STN.		
KAEGO	KHALEGAON		
KAEGOGIB	KHALEGAON		
KLGNB	KHALEGAON		
KAEFTLB	KHALEGAON FATA		
KGSK	KHALEGAON SHEKTA		
KAEGAGIB	KHALEGLAON FATA		
KHLEWD	KHALEWADI		
KAEDOR	KHALEYWADI		
KHLGN	KHALGAON		
KAGRNR	KHALGAON FATA		
KHAL	KHALGHAT		
KLE	KHALGHAT END		
KGMS	KHALGOAN MARATHI SCHOOL		
KAIGP	KHALI		
KALGNPR	KHALI GAON		
KAIGPR	KHALI PATI		
KHLL	KHALIL		
KHLWDR	KHALILWADI		
KLNGBD	KHALING BUDRUK		
KAIGBT	KHALING CHOWKI 1		
KAIGB	KHALING CHOWKI 2		
KAIPGP	KHALIPUL		
KHLKBNGL	KHALKARBANGALA		
KAKRNR	KHALKARKOND		
KHRQ	KHALKARWADI		
KHRQKST	KHALKARWADI		
KHKCH	KHALKATOLA		
KLVGN	KHALLALGAVAN		
KHLLR	KHALLAR		
KHLLRMT	KHALLAR		
KALDA	KHALLARFATA		
KATIA	KHALTIPADA		
KHLB	KHALUMBARE		
KMRE	KHALUMBRE		
KMREM	KHALUMBRE		
KAVKN	KHALVHI TIRAL		
KHLWD	KHALWADI		
KAWA	KHALWAT NIMGAON		
KAWTMNB	KHALWAT NIMGAON VASTI		
KAWAMNB	KHALWAT NIMGAON X RD.		
KLYGVN	KHALYAL GAVAN		
KLYGN	KHALYAL GAVAN NEW		
KMGN	KHAM GAON		
KMGNM	KHAM GAON		
KMPJ	KHAM PROJECT		
KAIAA	KHAM VILLEGE		
KMAB	KHAMABALA		
Khamade	Khamade		
KHGA	KHAMAGAON		
KHMKRWP	KHAMAKARWADI		
KAALAIN	KHAMALA		
KNRU	KHAMANCHERU		
KAARBBA	KHAMARI		
KAARMBA	KHAMARI		
KAAFTTG	KHAMARI FATA		
KAARGG	KHAMARI GAON		
KHMRISTDGN	KHAMARI STAND/ R. GOREGAON		
KAMGNGN	KHAMARI TOLA		
KHMRMP	KHAMARIA		
KAARGGN	KHAMARIGOREGAON NAGEGAON		
KAAMP	KHAMARPANI		
KAASGUJ	KHAMASTANAG		
KAASA	KHAMASWADI		
KAASAODO	KHAMASWADI		
KAASAKBO	KHAMASWADI X RD.		
KHAMB	KHAMB		
KABA	KHAMB GAON		
KAB	KHAMBA		
KABASB	KHAMBA		
KABASRB	KHAMBA		
KABSAR	KHAMBA		
KABUTE	KHAMBA		
KHMBAM	KHAMBA		
KABAL	KHAMBA LIMBA		
KHMBD	KHAMBAD		
KABDSC	KHAMBAD /GEWARA FATA		
KABDSCNA	KHAMBAD /GEWARA RD.		
KABDCC	KHAMBADA		
KHMDA	KHAMBADA		
KHMDADGD	KHAMBADA		
KMDAFT	KHAMBADA FATA		
KHMW	KHAMBADWADI		
KABRAR	KHAMBAL VADI		
KABAAJT	KHAMBALA		
KABAAMAW	KHAMBALA		
KABAATRN	KHAMBALA		
KABAHH	KHAMBALA		
KABLVAR	KHAMBALA		
KHMBALA	KHAMBALA		
KMAL	KHAMBALA		
KMALBT	KHAMBALA		
KMALMNN	KHAMBALA		
KMLAN	KHAMBALA		
KABAAJRT	KHAMBALA FATA		
KABAANN	KHAMBALA FATA		
KABAASD	KHAMBALA FATA		
KHMB	KHAMBALA FATA		
KHMBFT	KHAMBALA FATA		
KMLAFTB	KHAMBALA FATA		
KABAABIT	KHAMBALA GAON		
KABLAJRT	KHAMBALA PADA		
KABLAMAW	KHAMBALA TANDA		
KHMBXRD	KHAMBALA X RD		
KABLIN	KHAMBALAGAON		
KABAESD	KHAMBALE		
KABAVIS	KHAMBALE		
KABHKS	KHAMBALE		
KABL	KHAMBALE		
KABPN	KHAMBALE		
KABSN	KHAMBALE		
KHAE	KHAMBALE		
KHAEKSN	KHAMBALE		
KABNN	KHAMBALE FATA		
KHMF	KHAMBALE FATA		
KHMFKST	KHAMBALE FATA		
KHMFTN	KHAMBALE FATA		
KAMAVHSH	KHAMBALE MANDIR		
KBSL	KHAMBALE SALUNKHEWADI		
KLTW	KHAMBALE TOWN		
KHMLWST	KHAMBALE WASTI		
KABAE	KHAMBALESHWER TEMPLE		
KABAEVIT	KHAMBALESWAR		
KMIM	KHAMBALI MALA SHADE		
KMLK	KHAMBALKAR MALA		
KABAJL	KHAMBALWADI		
KBGH	KHAMBATAKI GHAT		
KMIG	KHAMBATAKI GHAT END		
KMIGW	KHAMBATAKI GHAT END		
KAAPS	KHAMBATAKI GHAT ENDS		
KHME	KHAMBATE		
KMIH	KHAMBATKI GHAT START		
KABHPS	KHAMBATKI TOLL NAKA		
KABAA	KHAMBAVALI		
KABIN	KHAMBE		
KABKDR	KHAMBE WADI		
KMBO	KHAMBEGAON		
KMBGFT	KHAMBEGAON FATA		
KABLJR	KHAMBEREWADI		
KMIV	KHAMBEREWADI ISAVALI		
KABEG	KHAMBERGAON		
KABEA	KHAMBEWADI		
KMBW	KHAMBEWADI		
KHMBGN	KHAMBGAON		
KHMGNW	KHAMBGAON WADI		
KABIMG	KHAMBI		
KABHMS	KHAMBIL CHORAGHE		
KABHMSA	KHAMBIL GOAL / HARCHANDITOK		
KABI	KHAMBIT		
KHMBT	KHAMBIT		
KABIA	KHAMBIVALI		
KABLAIN	KHAMBLA		
KHMBDFT	KHAMBODI FATA		
KHMBOLI	KHAMBOLI		
KHMLI	KHAMBOLI		
KMBRAA	KHAMBORA		
KABIP	KHAMBPIMPRI FATA		
KMKNR	KHAMBREDEVI KHIND		
KABSGR	KHAMBT		
KHMBUR	KHAMBURDI		
KMDHD	KHAMDAHAD		
KAACK	KHAMDALE		
KADPHP	KHAMDAPUR		
KAGHBP	KHAMGAL		
KAGA	KHAMGAO		
KAGANDN	KHAMGAO FATA		
KAGAHP	KHAMGAON		
KAGAJJ	KHAMGAON		
KAGHBS	KHAMGAON		
KAGOKAR	KHAMGAON		
KAGONAR	KHAMGAON		
KAGOOO	KHAMGAON		
KAGOSAR	KHAMGAON		
KAGVA	KHAMGAON		
KAMGGB	KHAMGAON		
KHAMGAON	KHAMGAON		
KHAMGN	KHAMGAON		
KHMBLD	KHAMGAON		
KHMG	KHAMGAON		
KHMGAJ	KHAMGAON		
KHMGCCA	KHAMGAON		
KHMGN	KHAMGAON		
KKAGWW	KHAMGAON		
KMG	KHAMGAON		
KAGONODO	KHAMGAON / KHED X RD.		
KAGAKB	KHAMGAON AKL RD		
KAGFTAA	KHAMGAON FATA		
KAGFTSB	KHAMGAON FATA		
KHGNFT	KHAMGAON FATA		
KHMGNFT	KHAMGAON FATA		
KKAGCN	KHAMGAON FATA		
KMGF	KHAMGAON FATA		
KMGFCCA	KHAMGAON FATA		
KMGNFT	KHAMGAON FATA		
KMGONAR	KHAMGAON FATA		
KMGOSAR	KHAMGAON FATA		
KMONFT	KHAMGAON FATA		
KAGAGB	KHAMGAON NAKA		
KAGVN	KHAMGAON PATI		
KAGYN	KHAMGAON PATI		
KHMNPT	KHAMGAON PHATA		
KAMARAR	KHAMGAON PROJECT		
KHPRFT	KHAMGAON PROJECT FATA		
KAGHDP	KHAMGAON TEK FATA		
KAGANGIB	KHAMGAON X RD.		
KAGANKNB	KHAMGAON X RD.		
KAGANMB	KHAMGAON X RD.		
KAGANODO	KHAMGAON X RD.		
KHGNXRDP	KHAMGAON X RD.		
KHMX	KHAMGAON X RD.		
KAGANADA	KHAMGAON/ NAXTRAWADI		
KAGANGB	KHAMGAON/ NAXTRAWADI		
KAGASB	KHAMGAON/AKOT		
KMONVS	KHAMGON VASTI		
KHMJ	KHAMJAI DEVI		
KAKRGA	KHAMKAR GHAR		
KAKRWD	KHAMKAR WADI		
KHRWDR	KHAMKARWADI		
KMKA	KHAMKARWADI		
KMKARKL	KHAMKARWADI		
KMKW	KHAMKARWADI FATA		
KAKYN	KHAMKER VASTI		
KAKSN	KHAMKHADA		
KAKHBJ	KHAMKHADE		
KAKHMB	KHAMKHED		
KAKHBB	KHAMKHED FATA		
KMKDFT	KHAMKHED FATA		
KAKEMJ	KHAMKHEDA		
KAKHDJDJ	KHAMKHEDA		
KHMK	KHAMKHEDA		
KHMKD	KHAMKHEDA		
KHMKSDU	KHAMKHEDA		
KMKE	KHAMKHEDA FATA		
KALA	KHAMLA		
KALMP	KHAMLA		
KHMLNGP	KHAMLA		
KTTI	KHAMLETTI		
KHMBLT	KHAMLOLI		
KHMLN	KHAMLON		
KAEPK	KHAMNEWADI		
KAOA	KHAMONA		
KAONI	KHAMONDI		
KAPMR	KHAMPIMPRI		
KARFTGG	KHAMRAI NAWEGAON FATA		
KASGAR	KHAMSHED SCHOOL		
KHMTFT	KHAMSHET FATA		
KASWD	KHAMSWADI X RD.		
KMNE	KHAMTANE		
KHMD	KHAMUNDI		
KAWABJ	KHAMWA		
KAGAR	KHAN		
KARNR	KHAN		
KHQ	KHAN		
KADDOS	KHAN DUKAN		
KAMKDS	KHAN MOHALLA		
KARAR	KHAN MOHALLA		
KHMH	KHAN MOHALLA		
KANAFT	KHANA FATA		
KHNDC	KHANABAD		
KAADSG	KHANADKI R-BAMHANI		
KHKS	KHANAKESALI		
KAAAA	KHANAPUR		
KAAHBP	KHANAPUR		
KAAHKR	KHANAPUR		
KAAHOO	KHANAPUR		
KAAHSA	KHANAPUR		
KAAHWS	KHANAPUR		
KAAMA	KHANAPUR		
KAANA	KHANAPUR		
KAAPBH	KHANAPUR		
KAAPDN	KHANAPUR		
KAAPMB	KHANAPUR		
KAAPPPR	KHANAPUR		
KAAPPY	KHANAPUR		
KAAPRJDJ	KHANAPUR		
KAAPRL	KHANAPUR		
KAAPRWAW	KHANAPUR		
KAAPSPN	KHANAPUR		
KAAPSS	KHANAPUR		
KAAUAAR	KHANAPUR		
KAAUAB	KHANAPUR		
KAAUPAD	KHANAPUR		
KAAUPSR	KHANAPUR		
KAAWA	KHANAPUR		
KAPSS	KHANAPUR		
KHNAPR	KHANAPUR		
KHNPR	KHANAPUR		
KHNPRB	KHANAPUR		
KHNPRH	KHANAPUR		
KNP	KHANAPUR		
KNPAKL	KHANAPUR		
KNPR	KHANAPUR		
KNPTOM	KHANAPUR		
KAAFTPP	KHANAPUR FATA		
KHNPFT	KHANAPUR FATA		
KNPU	KHANAPUR FATA		
KHNKAS	KHANAPUR FATI		
KNURGN	KHANAPUR GAON		
KAAPAL	KHANAPUR PATI		
KANRNLT	KHANAPUR PATI		
KNPK	KHANAPUR TANK		
KANBSHN	KHANAPUR WADI		
KAAPRPAO	KHANAPUR X RD.		
KAAPRTRO	KHANAPUR X RD.		
KAAURJDJ	KHANAPUR X RD.		
KNPX	KHANAPUR X RD.		
KAAURJVL	KHANAPUR.		
KAAUE	KHANAPURE		
KHUE	KHANAPURE		
KAAUESAR	KHANAPURE VASTI		
KNPGN	KHANAPURGAON		
KHNPPT	KHANAPURPATI		
KAAPKH	KHANAPUR]		
KHNTE	KHANATE		
KNTEFT	KHANATE FATA		
KHNV	KHANAV		
KAAVRV	KHANAV RIVER		
KAAVL	KHANAVEL GAON		
KANVLJRT	KHANAVLI DEWOUL		
KNAVLLNR	KHANAVLIMANDIR		
KABDBC	KHANBAD		
KHCKAR	KHANCH NAL		
KNCNL	KHANCHNAL		
KADDUT	KHAND		
KHRSFT	KHAND RASAYNI FATA		
KADHPP	KHANDA		
KHANDA	KHANDA		
KHNDA	KHANDA		
KADACL	KHANDA COLONY		
KADHKS	KHANDAGALE VASTI		
KADAPRR	KHANDAJ		
KNAJGN	KHANDAJ GAON		
KNAJSC	KHANDAJ SCHOOL		
KNDPT	KHANDAJPATI		
KADKPJL	KHANDAK DEOLA		
KHNDK	KHANDAKA		
KNKAFT	KHANDAKA FATA		
KNKAFTJ	KHANDAKA FATA		
KNKO	KHANDAKDEO9LA		
KNDKA	KHANDAKE		
KHNDL	KHANDAL		
KHNF	KHANDAL FATA		
KADLM	KHANDAL MATHA		
KADHSP	KHANDAL ODHA		
KADCN	KHANDAL WADI		
KDAX	KHANDAL X RD.		
KADAABRA	KHANDALA		
KADAAKNB	KHANDALA		
KADAAKRR	KHANDALA		
KADAAMAW	KHANDALA		
KADAAPLR	KHANDALA		
KADAAWMW	KHANDALA		
KADABB	KHANDALA		
KADALB	KHANDALA		
KADAMB	KHANDALA		
KADAMBL	KHANDALA		
KADAMJ	KHANDALA		
KADANB	KHANDALA		
KADAPP	KHANDALA		
KADAPY	KHANDALA		
KADASB	KHANDALA		
KADATO	KHANDALA		
KADAWYV	KHANDALA		
KADHAA	KHANDALA		
KADHBP	KHANDALA		
KADHPSA	KHANDALA		
KADHSA	KHANDALA		
KADL	KHANDALA		
KADLAG	KHANDALA		
KADLCCIA	KHANDALA		
KADLHP	KHANDALA		
KADNA	KHANDALA		
KADRN	KHANDALA		
KADSA	KHANDALA		
KAND	KHANDALA		
KHDLG	KHANDALA		
KHDSA	KHANDALA		
KHDVA	KHANDALA		
KHND	KHANDALA		
KHNDKN	KHANDALA		
KHNDLNGP	KHANDALA		
KHNDM	KHANDALA		
KHNDP	KHANDALA		
KHNDSCA	KHANDALA		
KHNDWS	KHANDALA		
KKADNN	KHANDALA		
KNLA	KHANDALA		
KANDPA	KHANDALA / NAVIN VASAHAT		
KHNPRS	KHANDALA BREEZE		
KDLABG	KHANDALA BRIDGE		
KADUN	KHANDALA DAM FATA		
KADFTAA	KHANDALA FATA		
KADFTHW	KHANDALA FATA		
KADFTMB	KHANDALA FATA		
KADFTNB	KHANDALA FATA		
KADKN	KHANDALA FATA		
KADRNGP	KHANDALA FATA		
KDAF	KHANDALA FATA		
KDAFPN	KHANDALA FATA		
KHANLFT	KHANDALA FATA		
KHNDFTNGP	KHANDALA FATA		
KNLAGN	KHANDALA GAON		
KNLH	KHANDALA GHAT		
KADARTR	KHANDALA HIGH SCHOOL		
KHDNRD	KHANDALA NEW RD.		
KADAKR	KHANDALA PATI		
KADAPB	KHANDALA PATI		
KPN	KHANDALA POLIC STN		
KNDPS	KHANDALA POLICE STN.		
KADAPYV	KHANDALA RD		
KADLPY	KHANDALA RD.		
KHDFT	KHANDALA RD. FATA		
KADLAMAW	KHANDALA TANDA		
KADAAPDY	KHANDALA X RD.		
KDXD	KHANDALA X RD.		
KADAABNJ	KHANDALA/DEULGAON X RD.		
KADAAAA	KHANDALAFATA		
KDLO	KHANDALAGAON		
KADAASID	KHANDALAI		
KADAE	KHANDALE		
KADLHPVN	KHANDALE		
KKADSA	KHANDALE		
KNLE	KHANDALE		
KNLEBJL	KHANDALE		
KADAAL	KHANDALI		
KADAGPR	KHANDALI		
KNAI	KHANDALI		
KNLI	KHANDALI		
KDLT	KHANDALI FATA		
KNLIGN	KHANDALI GAON		
KANLTLT	KHANDALI PATI		
KADAISRT	KHANDALIPHATA		
KADAVMDN	KHANDALVADI PARK		
KADLASAR	KHANDALWADI		
KADAKTR	KHANDAN		
KADNDD	KHANDANE FATA		
KADNAKAR	KHANDANGALI		
KADAEKTR	KHANDAPE		
KADALL	KHANDAPUR		
KADPSP	KHANDAPUR		
KADHKSA	KHANDAR VASTI		
KADR	KHANDARA		
KNRA	KHANDARA		
KHARE	KHANDARE		
KHAREMT	KHANDARE		
KDRT	KHANDARE FATA		
KADAELRB	KHANDARE PIMPRI		
KADRASAR	KHANDARMAL		
KNDRSAR	KHANDARWADI		
KADSKTR	KHANDAS		
KADAAADJ	KHANDASARI		
KADSMB	KHANDASARI FACTORY		
KHNDT	KHANDAT		
KNDATKER	KHANDAT		
KADKDR	KHANDAT GAVALIWADI		
KADCPR	KHANDAT GOVALWADI		
KTLY	KHANDAT LOYAWADI		
KADVA	KHANDAVGAON		
KADVJAR	KHANDAVI		
KADVKAR	KHANDAVI		
KHNVI	KHANDAVI		
KHNVIMJL	KHANDAVI		
KADAWB	KHANDAVI FATA		
KADAI	KHANDAVI POST OFFICE		
KADAIBAB	KHANDAVI X RD.		
KADAIPRJ	KHANDAWI WADI		
KADAAN	KHANDBARA		
KADBGUJ	KHANDBARA		
KADBR	KHANDBARA		
KADBRSID	KHANDBARA		
KDBR	KHANDBARA		
KHNDBFT	KHANDBARA FATA		
KADARSID	KHANDBARPADA		
KADDL	KHANDDALA		
KADGBP	KHANDEGAON		
KNEO	KHANDEGAON		
KADEH	KHANDEGHAR		
KEKV	KHANDEKAR VASTI		
KHDKVST	KHANDEKARVASTI		
KADEI	KHANDELI FATA		
KDEL	KHANDELI FATA		
KADEA	KHANDEPADA		
KADEANRN	KHANDEPADA FATA		
KADEU	KHANDEPURI		
KNEP	KHANDEPURI		
KADRI	KHANDERAI WADI		
KHNJ	KHANDERAJURI		
KHNMRS	KHANDERAJURI HIGH SCHOOL		
KADKS	KHANDERAK VASTI		
KNMC	KHANDERAO MAHARAJ CHOWK		
KNMN	KHANDERAO MANDIR		
KADSW	KHANDESHWAR FATA		
KDWK	KHANDESHWAR TAKLI		
KEHW	KHANDESHWAR TALA		
KADSWSAR	KHANDESHWAR TEMPLE		
KDRINK	KHANDESHWARI NAKA		
KADEHBDB	KHANDESHWARI ROAD		
KADSAKAR	KHANDESWAR TAKLI		
KADAN	KHANDGAON		
KHNDNA	KHANDGAON		
KNAO	KHANDGAON		
KNDASAR	KHANDGAON		
KADAGP	KHANDGAON BENDRI		
KADAMN	KHANDGAON BENDRI		
KADANN	KHANDGAON BENDRI		
KHNDGFT	KHANDGAON FATA		
KADGOKJB	KHANDGAON SARNI		
KANDANANG	KHANDGAON SHIBLAPURE		
KHNDGNFT	KHANDGOAN FATA		
KHNDI	KHANDI		
KADCST	KHANDICHA PADA		
KADKAR	KHANDIKHER		
KADIAN	KHANDIKHERI		
KADIJB	KHANDIVI		
KADAF	KHANDKA FATA		
KADLWW	KHANDLA		
KADNN	KHANDLA		
KHDL	KHANDLA		
KADFTWY	KHANDLA FATA		
KDLAFT	KHANDLA FATA		
KNLS	KHANDLAS		
KADLY	KHANDLAY		
KADLYSID	KHANDLAY		
KADLCC	KHANDLI RLY STN		
KHNDLTL	KHANDLITOLA		
KNDBBZ	KHANDOBA BAZAR		
KAOSK	KHANDOBA DEVALAYA		
KDBML	KHANDOBA MALL		
KADHMS	KHANDOBA MANDIR		
KDBAMD	KHANDOBA MANDIR		
KDBAMDSKL	KHANDOBA MANDIR		
KNDBVDJ	KHANDOBA MANDIR VADAJ		
KADB	KHANDOBA NAGAR		
KNBANG	KHANDOBA NAGAR		
KNDP	KHANDOBA PALI		
KADBKAR	KHANDOBA TEMPLE		
KADOKR	KHANDOBA TEMPLE		
KNBATM	KHANDOBA TEMPLE		
KNDBKAR	KHANDOBA TEMPLE		
KADOPP	KHANDOBA WADI		
KNBAWD	KHANDOBA WADI		
KHNDCML	KHANDOBACHA MAL		
KADHMSA	KHANDOBACHI WADI		
KOHIWD	KHANDOBACHI WADI		
KOHIWDTSN	KHANDOBACHI WADI		
KDWFT	KHANDOBACHI WADI FATA		
KADSN	KHANDOL MAL		
KADPN	KHANDOLE PADA		
KADOGUJ	KHANDOLI		
KNNATM	KHANDONA TEMPLE		
KADT	KHANDOTRI		
KADPL	KHANDPALE		
KADE	KHANDPE		
KNDPL	KHANDPOLI		
KADRLRB	KHANDRE PIMPRI		
KADKKS	KHANDSARI		
KADSBHN	KHANDSARI		
KADSKAR	KHANDSARI		
KADSLLT	KHANDSARI		
KADSR	KHANDSARI		
KADSRSS	KHANDSARI		
KASSK	KHANDSARI		
KHNS	KHANDSARI		
KHNSKKL	KHANDSARI		
KADSGUJ	KHANDSARI / KAWATHAPUL		
