D14608,"The last stop_time in trip D14608 is missing times."
L8034,"Timetravel detected! Arrival time is before previous departure at sequence number 70 in trip L8034"
L8034,"Timetravel detected! Arrival time is before previous departure at sequence number 82 in trip L8034"
L8034,"Timetravel detected! Arrival time is before previous departure at sequence number 98 in trip L8034"
L8041,"Timetravel detected! Arrival time is before previous departure at sequence number 105 in trip L8041"
L8041,"Timetravel detected! Arrival time is before previous departure at sequence number 137 in trip L8041"
L8041,"Timetravel detected! Arrival time is before previous departure at sequence number 76 in trip L8041"
L8041,"Timetravel detected! Arrival time is before previous departure at sequence number 78 in trip L8041"
L8041,"Timetravel detected! Arrival time is before previous departure at sequence number 92 in trip L8041"
L8042,"Timetravel detected! Arrival time is before previous departure at sequence number 107 in trip L8042"
L8042,"Timetravel detected! Arrival time is before previous departure at sequence number 120 in trip L8042"
L8042,"Timetravel detected! Arrival time is before previous departure at sequence number 137 in trip L8042"
L8042,"Timetravel detected! Arrival time is before previous departure at sequence number 67 in trip L8042"
L8043,"Timetravel detected! Arrival time is before previous departure at sequence number 102 in trip L8043"
L8043,"Timetravel detected! Arrival time is before previous departure at sequence number 128 in trip L8043"
L8044,"Timetravel detected! Arrival time is before previous departure at sequence number 111 in trip L8044"
L8044,"Timetravel detected! Arrival time is before previous departure at sequence number 117 in trip L8044"
L8044,"Timetravel detected! Arrival time is before previous departure at sequence number 127 in trip L8044"
L804,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L804"
L804,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L804"
L804,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L804"
L8078,"Timetravel detected! Arrival time is before previous departure at sequence number 58 in trip L8078"
L8096,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8096"
L8100,"Departure time before arrival time"
L8100,"Timetravel detected! Arrival time is before previous departure at sequence number 115 in trip L8100"
L8100,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip L8100"
L8100,"Timetravel detected! Arrival time is before previous departure at sequence number 62 in trip L8100"
L8100,"Timetravel detected! Arrival time is before previous departure at sequence number 70 in trip L8100"
L8100,"Timetravel detected! Arrival time is before previous departure at sequence number 82 in trip L8100"
L8100,"Timetravel detected! Arrival time is before previous departure at sequence number 98 in trip L8100"
L8116,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8116"
L816,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L816"
L816,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L816"
L816,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L816"
L8348,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L8348"
L8348,"Timetravel detected! Arrival time is before previous departure at sequence number 7 in trip L8348"
L8353,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip L8353"
L8353,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8353"
L8353,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L8353"
L8353,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L8353"
L8354,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8354"
L8354,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L8354"
L8354,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L8354"
L8354,"Timetravel detected! Arrival time is before previous departure at sequence number 6 in trip L8354"
L8368,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8368"
L8374,"The first stop_time in trip L8374 is missing times."
L8384,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8384"
L8394,"Timetravel detected! Arrival time is before previous departure at sequence number 59 in trip L8394"
L8396,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L8396"
L8404,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8404"
L8407,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L8407"
L8407,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L8407"
L8407,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L8407"
L8407,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip L8407"
L8407,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip L8407"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip L8408"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L8408"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L8408"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L8408"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip L8408"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip L8408"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L8408"
L8408,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip L8408"
L8409,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L8409"
L8409,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L8409"
L8409,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L8409"
L8409,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8409"
L8410,"Timetravel detected! Arrival time is before previous departure at sequence number 13 in trip L8410"
L8410,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8410"
L8410,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8410"
L8412,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8412"
L8418,"The last stop_time in trip L8418 is missing times."
L8419,"The last stop_time in trip L8419 is missing times."
L8424,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L8424"
L8439,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip L8439"
L8445,"The first stop_time in trip L8445 is missing times."
L8457,"The last stop_time in trip L8457 is missing times."
L8536,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8536"
L8538,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8538"
L8610,"Departure time before arrival time"
L8610,"Timetravel detected! Arrival time is before previous departure at sequence number 97 in trip L8610"
L8634,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L8634"
L8634,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L8634"
L8636,"High speed travel detected in trip L8636: PIMPALGAON to NASIK CBS. 33218 meters in 900 seconds. (133 km/h)."
